ID,Cohort,DOB,D1.Date,D1.Age,Cage,Index,Tx,Sex,Post.Covid,D1.Dist,D1.ToR,D1.DoR,0.5.D1.ToR,5.10.D1.ToR,10.15.D1.ToR,15.20.D1.ToR,20.25.D1.ToR,25.30.D1.ToR,D2.Dist,D2.Rot,D9.Dist,D9.ToR,D9D1.ToR,D9.DoR,D9.Rot,0.5.D9.ToR,5.10.D9.ToR,10.15.D9.ToR,15.20.D9.ToR,20.25.D9.ToR,25.30.D9.ToR,0.5.D9D1.ToR,5.10.D9D1.ToR,10.15.D9D1.ToR,15.20.D9D1.ToR,20.25.D9D1.ToR,25.30.D9D1.ToR,0.5.D9.Dist,5.10.D9.Dist,10.15.D9.Dist,15.20.D9.Dist,20.25.D9.Dist,25.30.D9.Dist,Brain.Wt,Brain.Wt.Norm,Brain.OXY,Brain.NOR,Brain.OMOR,Brain.NOR.OXY,Brain.OMOR.OXY,Brain.OMOR.NOR,HP.BL1,HP.BL2,HP.Av,HP.Av.Norm,SBR011268975,SBR011564753,SBJ012083864,SBB012960401,SBB013116937,SBB013583156,SBB014746527,SBB014938916,SBR015062003,SBJ015276763,SBJ015389798,SBJ015444437,SBJ016017430,SBR017236125,SBJ020533570,SBB020584334,SBB021725481,SBT021816505,SBB023323889,SBJ023442990,gJAX00097622q,SBJ024287387,SBJ024343076,SBT024676952,SBR024956708,SBJ030341629,SBR030729861,SBB030805883,SBB031685245,SBJ031952786,SBJ032260408,SBR033363410,SBJ034218063,SBJ034360732,SBJ034626667,SBB035061110,SBJ035272030,SBJ035881520,SBJ036198213,SBR040689107,SBR042358271,SBJ042986544,SBJ043363012,SBR043649829,SBJ044442934,SBR044466521,SBR050365035,SBJ052840500,SBB053347475,SBT053834758,SBJ054695332,SBJ054817009,SBR060292159,SBJ060451207,SBB060966558,SBJ060972744,SBR061598665,SBJ061822650,SBJ063150383,SBB064242512,SBB064972355,SBB065640181,SBT070125779,SBJ070125933,SBJ070127230,SBT070127390,SBT070127539,SBJ070127987,SBT070128909,SBT070131511,SBJ070132448,SBT070133022,SBT070133029,SBJ070133596,SBJ070134822,SBJ070134853,SBT070136007,SBJ070137116,SBT070144908,SBT070145074,SBJ070145110,SBJ070145899,gUNC12372829,SBJ070146013,SBT070146680,SBJ070146690,SBT070179412,SBT070180950,SBJ070181233,SBT070181237,SBT070182410,SBT070189733,SBT070189898,SBJ070190060,SBT070190289,gUNC12382380,SBT070192925,SBJ070194364,SBT070194967,SBJ070195041,SBT070195049,SBT070520070,SBT070520756,gJAX00148771,gJAX00148771b,gUNCHS019472,SBJ070522140,SBJ070523363,SBT070523467,SBJ070523772,SBJ070523993,SBT070525231,SBT070530383,SBJ070530418,SBT070530495,SBT070530685,SBT070530772,mUNC070621878,SBT070637398,SBB071094317,SBJ071824561,SBR072942061,SBB073034666,SBR073155272,SBJ073756103,SBB073932646,SBJ074372332,SBJ074558197,SBB074858469,SBR080145300,SBB080461039,SBJ080694151,SBB081423344,SBJ082066039,SBJ082115191,SBJ083139730,SBB083787445,SBR083880500,SBJ084357244,SBJ084634728,SBJ084690426,SBJ084821480,SBJ091131236,SBJ091539829,SBB091549242,SBB091584165,SBB091705845,SBJ091981684,SBJ092992728,SBT093376034,SBJ093940862,SBJ093985219,SBR100356384,SBT100670018,SBT100774147,SBR101184714,SBJ103197776,SBJ103601755,SBT103665517,SBB103807422,SBR111464647,SBJ114214093,SBB121464901,SBJ122182223,SBR122387907,SBJ122881832,SBT123149928,SBJ123283083,SBJ123360839,SBB123733881,SBJ124309136,SBB130250070,SBJ131042561,SBJ131458531,SBT132238514,SBR132392332,SBB132408413,SBB133262301,SBB133801320,SBJ133808455,SBJ141274002,SBJ141489705,SBJ142498586,SBR142791054,SBB143232863,SBJ143686906,SBJ143732293,SBB150172204,UNCrs218676023,SBB150313258,SBB150324746,SBB150693979,SBB150841520,SBB151292935,rs264203947,SBJ153255607,SBJ153377703,SBR153450431,SBB153745700,SBJ153915063,SBB160639080,SBJ160894401,SBJ163052948,SBB163575800,SBJ173421843,SBT173556233,SBJ180818887,SBB183317687,SBJ183374202,SBJ190768497,SBJ191103206,SBR191166795,SBJ191787966,SBT192021029,SBT192273213,SBB192362068,SBJ192414635,SBJ200441896,SBJ200621694,SBJ200737797,SBJ201716288,SBJ204027928,SBJ205713578,SBJ206367145,SBB206446605
3361,3,11/1/2019,1/9/2020,69,528938,81,1,1,0,59.806,674,24.561,27.9,144.9,116.5,139.5,119.6,125.6,68.967,172,90.094,1570.6,896.6,73.201,144,204.3,277.7,293.8,300,290.1,204.7,176.4,132.8,177.3,160.5,170.5,79.1,25.547,21.817,16.52,16.379,15.98,14.434,0.3782,-2.104967725,,,,,,,31.8,16.7,24.25,0.026575159,H,H,H,H,H,H,B,B,B,B,B,B,B,B,H,H,H,H,J,J,J,J,J,J,J,B,B,B,H,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,J,J,J,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,H,H,J,H,H,H,H,J,J,J,J,H,H,J,J,J,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,H,J,J,J,H,H,H,H,J,J,J,J,J,J,J,J,J,J,B,B,B,B,B
3362,3,11/1/2019,1/9/2020,69,528938,82,1,1,0,66.152,956.4,33.765,148.7,160.1,173.9,172.8,145.5,155.4,81.793,220,76.291,1708.9,752.5,66.847,238,228,288.5,299.3,300,293.1,300,79.3,128.4,125.4,127.2,147.6,144.6,23.016,19.273,14.332,9.079,9.435,8.005,0.4073,-1.196830702,,,,,,,7.4,10.2,8.8,-2.693663953,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,B,B,B,B,B,B,B,B,H,J,J,J,J,J,J,B,J,J,H,H,H,H,H,H,H,H,H,J,J,J,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,J,J,J,J,J,J,J,J,B,B,B,B,H,H,H,J,J,J,J,J,J,H,H,H,H,H,B,B,B,B,B,J,J,J,J,H,B,B,B,J,B,B,B,B,B,B,B,B,B,J,H,B,B,B,B,B,B,B,B,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,J,B,B,H,H,H,H,B,H,H,H,H,H,B,B,B,B,B,J,J,J,J,J,J,J,J
3363,3,11/1/2019,1/9/2020,69,528939,83,1,0,0,75.505,930.8,38.794,123.8,179.5,169.1,145.7,176.6,136,72.975,204,128.754,704.7,-226.1,58.971,143,147.3,173.1,117.3,69.4,47,150.7,23.5,-6.4,-51.8,-76.3,-129.6,14.7,28.628,18.558,14.642,5.731,4.23,4.503,0.3852,-1.951644786,,,,,,,19.6,19,19.3,-0.503175356,H,H,H,B,B,B,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,J,H,H,B,B,B,H,H,H,H,H,H,H,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,J,J,J,H,B,B,B,B,B,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,J,H,H,H,H,J,J,B,H,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H
3364,3,11/1/2019,1/9/2020,69,528939,84,1,0,0,66.231,1088.3,38.558,194.3,170.3,178.4,185.5,188.3,171.4,66.484,199,93.668,887,-201.3,48.066,236,167.4,167.3,141.5,191.7,84.2,134.7,-26.9,-3,-36.9,6.2,-104.1,-36.7,23.948,27.632,23.942,23.872,13.678,6.205,0.4227,-0.599229868,,,,,,,21.5,24.8,23.15,-0.066479012,J,J,H,H,H,H,H,H,H,H,H,H,H,H,J,J,H,H,H,H,H,B,B,B,B,B,B,B,B,B,H,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,H,H,H,H,J,J,J,B,B,B,B,B,B,J,J,J,J,H,H,H,H,H,B,B,B,H,H,H,H,H,H,H,H,H,J,H,H,H
3365,3,11/1/2019,1/9/2020,69,528939,85,1,0,0,37.345,579.7,17.725,137.6,178.9,140.5,41.8,80.7,0.2,30.252,83,57.625,188.1,-391.6,9.963,80,123.6,31.8,11.4,7.2,10.2,3.9,-14,-147.1,-129.1,-34.6,-70.5,3.7,28.563,28.098,22.186,18.632,15.891,15.384,0.4365,-0.103398051,,,,,,,42.8,40.2,41.5,1.082226393,H,H,H,H,H,H,H,H,H,H,H,J,H,H,J,J,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,H,B,H,H,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,J,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,H,H,H,H,B,B,B,B,B,B,J,J,J,J,J,J,H,H,H,H,H,H,H,J,J,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J
3366,3,11/1/2019,1/9/2020,69,528939,86,1,0,0,68.365,718,30.054,148.1,118.5,105.2,121.6,117.8,106.8,53.991,33,53.423,1087.8,369.8,29.466,45,149.3,164,144.8,207.9,226.6,195.2,1.2,45.5,39.6,86.3,108.8,88.4,21.105,21.28,21.63,17.443,14.961,13.476,0.3906,-1.737193957,,,,,,,17,19.5,18.25,-0.728298149,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,B,B,B,B,B,B,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,H,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,H,H,H,H,H,J,J,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,J,J
3367,3,11/1/2019,1/9/2020,69,528939,87,1,0,0,74.572,892.4,39.522,172.6,179.7,126,153,130.5,130.6,95.554,88,109.895,1130.9,238.5,66.463,162,186,192.7,205.1,256.3,171.3,119.5,13.4,13,79.1,103.3,40.8,-11.1,13.816,12.371,7.714,6.926,4.704,7.892,0.4542,0.558547486,,,,,,,16.1,20.6,18.35,-0.68285314,H,H,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,J,J,J,J,J,H,H,H,H,J,J,B,B,B,B,B,B,B,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,-,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,H,H,H,H,H,J,H,H,H,H,B,B,B,B,H,H,H,H,J,J,J,H,H,H,B,B,B,B,B,B,B,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,B,B,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,H,J,J,J
3368,3,11/1/2019,1/9/2020,69,528940,88,1,0,0,63.336,1003.9,31.909,138.5,148.3,161.3,197.2,174.2,184.5,69.886,191,119.276,623.1,-380.8,53.254,169,164.8,105,96.9,148.3,80.5,27.6,26.3,-43.3,-64.4,-48.9,-93.7,-156.9,22.64,23.458,17.942,10.184,10.398,9.047,0.4001,-1.457066447,,,,,,,18.6,38.1,28.35,0.409764379,B,B,B,B,B,B,B,B,B,B,B,B,H,J,H,H,H,H,J,J,J,J,J,J,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,B,H,H,H,H,H,H,H,H,H,B,B,J,J,J,J,J,J,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,H,H,H,H,J,J,J,J,B,B,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,H,B,B,B,B,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,J,J,H,H,B,B,B,H,H,H,H,H,H,J,J,H,H,H,H,H,H,H,H
3369,3,11/1/2019,1/9/2020,69,528940,89,1,0,0,92.529,943.8,47.331,154.4,154.9,142.4,162.7,143.7,185.8,98.181,29,83.14,346.3,-597.5,24.684,85,147.6,96.5,23.8,7.8,44.1,26.5,-6.8,-58.4,-118.6,-154.9,-99.6,-159.3,12.473,12.436,8.88,9.28,7.088,7.468,0.4062,-1.304225046,,,,,,,19.6,16.8,18.2,-0.745730239,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,J,J,J,J,J,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,B,B,B,B,B,B,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,H,H,B,B,B,H,H,J,J,J,H,H,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,J,J,H,H,B,H,H,J,J,J,J,J,J,H,H,H,J,J,J,J,H,H,H
3370,3,11/1/2019,1/9/2020,69,528940,90,1,0,0,42.733,1110.7,21.992,174,164.4,180.9,193.4,205.2,192.8,35.695,113,70.571,1653.4,542.7,60.986,173,201.5,282.6,298.4,297.4,290.3,283.2,27.5,118.2,117.5,104,85.1,90.4,15.934,14.808,12.449,10.265,9.997,7.118,0.3868,-1.88950996,,,,,,,21.5,16.3,18.9,-0.56446434,H,H,H,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,J,J,J,J,J,H,H,H,H,H,H,B,B,B,B,B,B,H,H,H,B,B,B,B,H,H,H,B,B,B,B,B,J,J,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,B,B,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,B,B,B,H,H,H,H,H,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,H,H,H,H,H,H,H,H,B,B,B,H,H,H,H,H,H,H,H,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J
3371,3,11/1/2019,1/9/2020,69,528940,91,1,0,0,56.662,880.5,26.955,127.6,153.3,149.7,169.6,138.1,142.1,55.429,129,67.616,144.8,-735.7,9.228,99,100,44.8,0,0,0,0,-27.6,-108.5,-149.7,-169.6,-138.1,-142.1,17.198,16.171,12.261,9.797,7.401,4.787,0.4477,0.278808023,,,,,,,19.2,12.3,15.75,-1.074306099,B,B,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,B,H,H,H,H,H,H,H,J,H,H,H,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,J,J,J,J,J,J,J,J,J,B,B,B,B,B,B,B,B,B,J,J,J,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,J,J,J,H,B,B,J,J,H,H,H,H,H,H,H,H,J,J,J,J,H,H,H,H
3372,3,11/12/2019,1/9/2020,58,535170,92,1,0,0,61.541,875.1,28.638,128.4,144.2,164.1,141.6,145,151.9,95.589,170,64.334,1456.1,581,49.082,120,233.9,292,296.9,274.4,220.4,138.5,105.5,147.8,132.8,132.8,75.4,-13.4,13.2,10.325,8.226,10.824,10.969,10.79,0.4083,-1.138523478,,,,,,,33.3,60,46.65,1.497452262,H,H,H,H,H,H,J,J,J,J,J,J,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,J,J,J,J,J,H,H,H,H,H,J,J,H,H,J,J,J,J,J,J,J,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,H,H,H,-,H,H,H,H,H,H,H,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,J,B,B,B,B,B,B,B,B,B,H,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,B,B,B,B,B,H,H,H,H,B,B,-,J,J,H,H,H,B,B,B,B,B,J,J,J,J,J,J,J,J
3373,3,11/12/2019,1/9/2020,58,535170,93,1,0,0,94.96,962.6,49.897,157.4,152.8,148.5,177.9,160.9,165.2,108.721,230,120.661,683.8,-278.8,44.495,136,124.6,13.7,14.3,87.5,236.1,207.6,-32.8,-139.1,-134.2,-90.4,75.2,42.4,19.665,21.945,21.774,21.875,16.919,18.483,0.4877,1.88950996,,,,,,,24.1,16.8,20.45,-0.343198992,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,B,B,B,H,H,H,H,B,B,B,H,H,H,H,H,H,H,H,B,B,B,B,J,J,J,J,J,J,J,B,B,B,H,H,H,H,J,J,J,J,J,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,H,J,J,J,J,J,J,H,H,H,H,B,B,B,B,B,B,B,B,J,H,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,B,B,B,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,J,J,J,J,H,H,B,B,B,B,B,B,B,B,H,H,H,H,H,J,J,J
3376,3,10/31/2019,1/9/2020,70,535135,94,1,1,0,81.256,765.1,35.735,118.4,139.2,137.7,108.1,134.2,127.6,73.039,119,110.677,1383,617.9,77.521,161,192.7,249.3,270.1,264.1,238.8,167.9,74.3,110.1,132.4,156,104.6,40.3,20.128,17.773,14.381,9.663,10.003,9.871,0.4096,-1.101708926,,,,,,,23,35,29,0.458430603,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,H,J,J,J,J,J,J,H,H,J,J,J,J,H,H,H,H,H,H,H,H,H,B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,H,H,H,H,J,J,J,J,J,J,J,J,J,H,B,B,B,B,B,B,B,B,B,B,B,B,B,J,J,J,J,H,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,B,B,B,B,H,H,H,B,B,B,B,B,B,B,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,J,J,J,J,J,J,J
3377,3,11/7/2019,1/9/2020,63,535144,95,1,1,0,100.184,932.3,50.777,148,138.9,182.2,170.4,165,127.9,73.728,158,97.036,1693,760.7,86.02,98,244.5,300,300,296.4,283.2,268.9,96.5,161.1,117.8,126,118.2,141,26.409,18.898,15.093,13.553,12.159,10.923,0.4154,-0.834637984,,,,,,,43,60,51.5,1.830750383,J,J,-,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,H,H,H,H,H,H,H,J,J,H,B,B,B,B,B,B,B,H,H,H,H,J,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,H,H,H,B,B,B,B,B,B,B,B,B,B,J,J,J,J,J,J,B,B,B,B,J,J,J,J,J,J,J,J,B,B,B,B,B,B,-,H,H,H,H,J,J,J,J,J,J,J,J,J,B,B,B,B,B,B,B,H,H,H,H,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,B,H,H,B,B,B,B,H,H,H,H,B,B,B,B,B,B,B,B
3378,3,11/7/2019,1/9/2020,63,535144,96,1,1,0,62.376,819.5,29.485,142.2,122.9,143.7,152.8,127.7,130.3,66.291,74,57.849,953.2,133.7,28.341,86,191.4,181.7,159.9,197,114.3,109,49.2,58.8,16.2,44.2,-13.4,-21.3,13.033,11.146,9.684,7.347,6.645,9.993,0.4506,0.398588986,,,,,,,32,34.2,33.1,0.745730239,J,J,J,J,J,J,J,J,J,J,J,J,J,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,J,H,H,H,H,H,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,-,H,H,B,B,B,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,B,B,B,B,H,J,J,J,H,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,J,J,H,H,B,B,H,J,J,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B
3379,3,11/7/2019,1/9/2020,63,535144,97,1,1,0,71.601,831.3,31.932,126.4,139.6,128.2,146.3,141.5,149.3,58.623,116,67.702,1602.3,771,52.458,137,192.8,232.3,285.8,292.8,300,298.6,66.4,92.7,157.6,146.5,158.5,149.3,22.588,16.592,6.729,5.151,8.027,8.616,0.4378,-0.02949402,,,,,,,15,22.4,18.7,-0.606519841,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,H,J,J,J,J,J,J,J,-,H,H,H,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,J,J,H,H,H,H,H,H,H,B,B,B,B,B,H,H,H,H,H,B,B,B,B,B,B,B,B,H,J,J,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,H,H,H,H,H,H,H,B,B,B,B,B,B,B,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,B,B,B,B,B,B,J,J
3380,3,11/7/2019,1/9/2020,63,535144,98,1,1,0,86.494,904.2,40.978,122.1,160.1,132.4,177,172.7,139.8,98.101,202,134.773,922.3,18.1,80.989,203,180.2,197,222.1,154.7,87.2,81.1,58.1,36.9,89.7,-22.3,-85.5,-58.7,22.124,28.7,22.552,23.725,19.512,18.16,0.4329,-0.223007831,,,,,,,16.4,28,22.2,-0.106489046,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,H,B,B,B,H,H,H,H,J,J,J,J,J,B,B,B,B,B,B,B,B,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,B,B,B,B,B,B,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,J,J,J,J,B,B,B,B,B,B,B,B,H,B,J,H,H,B,B,B,B,B,B,J,J,J,J,J,J,H,H,H,B,B,B,B,B,B,B,H,H,H,H,-,H,H,H,B,B,B,B,B,B,B,H,J,B,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J
